IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
9324978	FESCO ALTAY	Russia	Far-Eastern Shipping Co (FESCO)	Maersk	2006 / 05	Jinling Shipyard, China	04-0408	B&W;	7L458/64	9.730	19,6	147,80	23,50	8,50	1118	700	220	13.760	9.912	2 x 45	MAC ANDREWS TWIGA-08	DELMAS TWIGA-09							
9578347	MCP CASABLANCA	Malta	Ocean shipping	MPC	2010 / 03	Shandong Huanghai Shipyard, China	HCY 112	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9371892	MCP AMSTERDAM	Netherlands	Feederlines	MPC	2007 / 04	Shandong Huanghai Shipyard, China	HCY 045	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9371907	MCP BILBAO	Netherlands	Feederlines	MPC	2007 / 06	Shandong Huanghai Shipyard, China	HCY 046	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9371971	MCP FAMAGUSTA	Cyprus	Intership Navigation Co	MPC	2008 / 01	Shandong Huanghai Shipyard, China	HCY 053	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9566681	MCP GRAZ	Cyprus	stereiche Lloyds	MCP	2010 / 04	Shandong Huanghai Shipyard, China	HCY 111	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40	ANL KUMUL-12								
9371969	MCP HAMBURG	Cyprus	Intership Navigation Co	MPC	2007 / 09	Shandong Huanghai Shipyard, China	HCY 052	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9371945	MCP KOPENHAGEN	Netherlands	Intership Navigation Co	Wan Hai	2007 / 07	Shandong Huanghai Shipyard, China	HCY 050	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9393503	MCP KYRENIA	Cyprus	Intership Navigation Co	MPC	2008	Shandong Huanghai Shipyard, China	HCY 040	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9393498	ONEGO PASSAT	Cyprus	Intership Navigation Co	MPC	2008	Shandong Huanghai Shipyard, China	HCY 039	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9383493	MCP LINZ	Cyprus	Östereiche Lloyds	MCP	2008	Shandong Huanghai Shipyard, China	HCY 071	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9566679	MCP PACHNA	Cyprus	Intership Navigation Co	MCP	2009 / 10	Shandong Huanghai Shipyard, China	HCY 110	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9555436	MCP PAPHOS	Cyprus	Intership Navigation Co	MCP	2009 / 01	Shandong Huanghai Shipyard, China	HCY 109	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9555436	MCP PAPHOS	Cyprus	Intership Navigation Co	MCP	2009 / 01	Shandong Huanghai Shipyard, China	HCY 109	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9372004	MCP ROTTERDAM	Cyprus	Intership Navigation Co	MPC	2008 / 04	Shandong Huanghai Shipyard, China	HCY 056	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9356907	MCP ALSTERTAL	Cyprus	Intership Navigation Co	MPC	2007 / 01	Shandong Huanghai Shipyard, China	HCY 044	DAI	8DKM-28L	2.500	15	117	19,7	6,5	630	406	60	8.204	5.272	2 x 40									
9372016	MCP VIENNA	Cyprus	Östereiche Lloyds	MPC	2008 / 08	Shandong Huanghai Shipyard, China	HCY 057	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9520493	MCP VILLACH	Cyprus	stereiche Lloyds	MCP	2008	Shandong Huanghai Shipyard, China	HCY 104	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9241487	NORDMED	Cyprus	Oldendorff Klaus E	Hapag-Lloyd	2003 / 10	Aker MTW Werft GmbH, Germany	019	SUL	7RTA72UB	21.560	22,8	207,40	29,80	11,10	2506	1890	400	33.857	25.404	3 x 45	CMA CGM INTENSITY-09	MCC JAKARTA-	MEDITERRANEAN SEA-12						
9437244	MEDAEGEAN	Cyprus	Buss Hermann		2008 / 05	Zhejiang Ouhua Shipbuilding Co, China	0511			9.600	18,8	139,20	22,60	8,80	980	615	256	11.500	9.650										
9141728	SDERTOR	Cyprus	Phoenix Reederei		2000 / 05	Jiangyang Shipbuilding Group Co. Ltd., China	94120	MAN	6L40/54	4.300	16,0	116,30	16,60	6,20	519		No Info	5.564	5.025	2 x 40	IBN BAJJAH	PEPUAN GULF-04	DELMAS SEYCHELLES-08						
9437220	MEDBOTHNIA	Cyprus	Buss Hermann	Hanjin	2010	Zhejiang Ouhua Shipbuilding Co, China	0509			9.600	18,8	139,20	22,60	8,80	980	615	256	11.500	9.650										
9449845	MEDCORAL	Cyprus	Buss Hermann		2009 / 08	Zhejiang Ouhua Shipbuilding Co, China	0523		8L58/64	11.120	19,6	186,40	25,00	9,50	1496	1100	296	21.800	17.000	None									
9509774	MEDFRISIA	Cyprus	Buss Hermann	MCC	2009 / 09	Zhejiang Ouhua Shipbuilding Co, China	0561	B&W;	8L58/64 CD	11.200	19,0	181,00	25,00	9,50	1296	957	390	18.700	15.200										
9348194	STADT PAPENBURG	Netherlands	Universal Shipping BV		2006 / 05	Aker Ostsee, Germany	128	B&W;	9L 58/64	12.600	19,5	182,00	25,20	10,00	1674	1250	300	24.200	15.000	3 x45	DELMAS LA PEROUSE-09	CCNI BALTICO-10							
9437115	MEDONTARIO	Cyprus	Buss Hermann	K-Line	2008 / 05	Zhejiang Ouhua Shipbuilding Co, China	0501	B&W;	8L58/64 CD	9.600	19,0	166,20	25,00	9,50	1296	957	390	18.700	15.200	2 x 45									
9449821	MEDPEARL	Cyprus	Buss Hermann	MCC	2009 / 06	Zhejiang Ouhua Shipbuilding Co, China	0521		8L58/64	11.120	19,6	186,40	25,00	9,50	1496	1100	296	21.800	17.000	None									
9368041	EURO ADVENTURE	United Kingdom	Tom Wörden		2010 / 07	Peters Schiffbau GmbH, Germany	678	MAK	9M43	8.400	17,5	138,50	21,70	8,00	907	565	200	9.002	8.430										
7709904	BORESLAW RUMINSKI	Malta	Cosmoship Management		1980 / 00	Fujian Mawei Shipyard, China	442	SUL	8RND90	17.065	22,0	196,90	24,10	10,50	1203	960	80	21.422	18.010	None	ZIM ANGLIA-03	INDONESIA STAR-06	MEGA-1-06						
9400100	MEHUIN	Liberia	Doehle Peter Schiffahrts	CSAV	2011 / 04	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	900	SUL	10-RTflex 96C	57.226	25,3	305,80	40,00	14,30	6589	4923	1.162	80.200	75.900	None									
9005558	NEWPORT BAY	United Kingdom	Blue Star Ship Managment GmbH	Maersk	1993	3022	SUL	9RTA84C	34.412	23,4	292,20	32,20	13,00	4038	2850	7x28	59.039	50.350	cont		MAERSK DARLINGTON-13								
9378931	MEKONG RIVER	Cyprus	Universal Shipping BV		2008 / 06	Qingshan Shipyard, China	UN 11	MAN	7L58/64	9.730	20,0	148,00	23,30	8,50	1118			13.760	9.940										
9118513	MARE TUSCUM	Cyprus	Starlio Shipping		1996 / 10	Stocznia Szczecinska S.A., Poland	183/2/22	B&W;	6L50MC	6.930	18,1	149,50	22,30	8,30	1042	649	113	12.380	9.603	2 x 40	CGM JEAN LABORDE-98	LITER GABI-98	DNOL ANKARA 99	MARGIT GORTHON-00	ANKARA 02	MARE TUSCUM-02			
9362736	MELBOURNE STRAIT	Antigua	Rehder Carsten		2009 / 01	Kouan Shipbuilding Industry, China	509	B&W;	7 S60MC-C	16.660	20,5	179,70	27,60	10,70	1812	1312	319	25.899	20.600	None									
9122605	MOSEL	Liberia	Technomar Shipping		1995	Koyo Dockyard Co. Ltd., Japan	2052	B&W;	10K90MC	37.263	23,5	300,00	37,30	13,00	4743	3618	No Info	61.489	58.531	None	MOL MOSEL-02	APL QUINDAO-09	MOL MOSEL						
8011225	OSAKA MARU	Panama	Technomar Shipping	PIL	1981 / 12	Mitsubishi Heavy Industries Ltd Kobe, Japan	1125	SUL	6RLA90	15000	18,0	211,00	32,30	11,60	1912		218	33.185	31.381	None	OSAKA-02	MOL OSAKA-01							
9141730	ARKTIS MIRAGE	Bahamas	CEC Managment	CEC	1998	Aarhus Dockyard Ltd. (Aarhus Flydedok AS), Denmark	225	MAK	6M552C	4.500	16,0	100,80	20,20	8,2	652		106	8.943	6.285	2 x 70	NANCY DELMAS								
9356804	TALINA	Liberia	Cosmoship Management	ell	2008 / 02	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	465	B&W;	6S46MC-C	6.891	17,9	142,7	22,6	8,2	1043	655	180	12.400	9.850		APPEN CHARLOTTE-11								
9334832	MATTHIAS CLAUDIUS	Antigua	Schlter K & Co		2006 / 06	Guangzhou Wenchong Shipyard, China	323	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9611058	KALAMAZOO	Liberia	Norse Management		2013 / 06	Taizhou Kouan Shipbuilding, China	TK0603								1100														
9611058	KALAMAZOO	Liberia	Norse Management		2013 / 06	Taizhou Kouan Shipbuilding, China	TK0603								1100														
9357846	G.E. LESSING	Liberia	Reederei Hamburger Lloyd	CSAV	2007 / 07	Guangzhou Wenchong Shipyard, China	330	B&W;	6S60MC	12.240	20,5	175	24,8	9,5	1740	1330	296	23.580	18.334	2 x 40									
9434802	FRISIA ILLER	Germany	Hartmann Schiffahrt	TS LINE	2008 / 09	Yangzhou Dayang Shipbuilding, China	DY206	B&W;	7L58/64	9.730	19,6	148,00	23,30	7,30	1080			13.760	9.984										
9430868	CATENA	Antigua	Gebrder Winter		2009 / 05	Guangzhou Wenchong Shipyard, China	360	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9517434	ARIAN	Antigua	Scherpers H.	Mell	2011 / 05	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	2007-814C	B&W;	8S50MCC	12.640	20,0	161,30	25,00	9,50	1347	925	449	17.350	16.107	2 x45									
9517422	TAMMO	Liberia	Scherpers H.	Mell	2011 / 01	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	2007-813C	B&W;	8S50MCC	12.640	20,0	161,30	25,00	9,50	1347	925	449	17.350	16.107	2 x45									
9431343	O M TEMPORIS	Cyprus	Marten O. Reederei		2010 / 12	Wuhu Xinling Shipyard, China	SN324	B&W;	6S60MCC	13.560	19,0	161,40	25,00	9,90	1304	850	258	16.939	15.633		OM TEMPORIS-11								
9012800	EASTERN TRADER	Antigua	Buss Hermann		1993 / 10	Volkswerft Stralsund GmbH, Germany	486	MAN	8L48/50	6.640	17,0	128,50	20,50	8,30	626		90	9.517	7.361	2 x 40	CHARLOTTE BORCHARD-97	VENTO DI PONENTE-01	CTE ANADOLU-03	VENTO DI PONENTE-05					
9236042	MENTOR	Antigua	Projex Schiffahrt	CSCL	2002 / 12	Stocznia Gdynia S.A., Poland	8230/06	B&W;	7S70MC	21.735	22,2	205,00	32,20	11,50	2672	2040	450	39.500	25.000	3 x 45	CSCL NAPOLI-12								
9012549	SECIL ANGOLA	Indonesia	Wisdom Marine Lines		1992	Atlantis Engineering & Construction Pte. Ltd., Singapore	1006	B&W;	8L35MC	4.480	15,0	123,50	20,80	6,50	604		32	8.122	7.197	2 x 36	MELFI CANADA	ANGOLA-03							
9163556	JOHANNES BOELE	Netherlands	Feederlines	Maersk	1997	Fujian Mawei Shipyard, China	430-2	B&W;	8S35MC	5.600	17,1	126,50	19,80	8,40	740	430	60	8.160	6.114	2 x 40	MERCOSUL URUGUAY-05	MAERSK ERIMO-12							
9118575	RAJAH BROOKE	Indonesia	Temas Line	Meratus Line	2009	Singmarine Dockyard, Singapore	205	B&W;	7S35MC	4.900	16,5	129,80	20,00	6,50	605		50	8.030	6.249	2 x 40	VENTO DI LIBECCIO-03	ABEL F-06	GLENMOOR-10						
9131814	OSNABRCK	Antigua	Meratus Line		1996	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1116	MAK	8M601C	10.000	19,0	139,10	23,90	9,20	910	488	168	12.950	9.991	2 x 45	UBANGI-02	OSNABRCK-03	ANL PROGRESS-09	OSNABRCK-12					
9147124	MAASDIEP	Netherlands	Feederlines		1997	Scheepswerf Pattje B.V., Netherlands	393	MAK	8M552C	5.900	16,5	118,20	18,80	6,50	600		No Info	6.853	5.296	None	CIELO DEL RASILE-98	AUL AFRICA-00							
9202895	SAGAR	Panama	Shoei Kisen	NYK	1999	Iwagi Zosen K.K., Japan	185	B&W;	8S50MC	10.276	19,0	161,90	25,60	9,10	1005		150	17.791	13.235	2 x 35									
9128087	CONTI JACKSONVILLE	Indonesia	Meratus Line	Meratus	1997 / 05	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4045	B&W;	7L60MC	13.386	21,0	205,00	27,40	10,10	2109	1514	144	28.366	24.053	4 x 40	SEA JAGUAR-02	FELICITAS RICKMERS-05	MARUBA TANGO-09	FELICITAS RICKMERS-13					
9128099	CONTI OAKLAND	Indonesia	Meratus Line	Meratus	1997 / 05	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4046	B&W;	7L60MC	13.386	21,0	205,00	27,40	10,10	2109	1574	144	28.351	24.053	4 x 40	SEA COUGAR-99	APL CHILE-00	JOHAN RICKMERS-03	CSAV ITAJAI-04	DELMAS BAUDIN-09	JOHAN RICKMERS-13			
9157961	JURONG BALSAM	Singapore	American President Line -NOL	APL	1998	Jurong Shipyard Pte. Ltd., Singapore	1052	B&W;	7S42MC	7.175	16,5	128,00	23,00	7,80	831		50	10.488	8.203	2 x 40									
9157973	JURONG BAUHINIA	Singapore	Meratus Line	MERATUS	1998	Jurong Shipyard Pte. Ltd., Singapore	1053	B&W;	7S42MC	7.175	16,5	128,00	23,00	7,80	831		50	10.457	8.203	2 x 40	APL MENDOZA-13								
9155511	JURONG BEBARU	Singapore	American President Line -NOL	APL	1997	Atlantis Engineering & Construction Pte. Ltd., Singapore	1050	B&W;	7S42MC	7.175	16,5	128,00	23,00	7,80	802		50	10.458	8.155	2 x 40	SIMA DENA	JURONG BEBARU-12							
9106637	INGA S	Panama	Bright Rainbow	CMA-CGM	1995	Volkswerft Stralsund GmbH, Germany	402	SUL	7RTA52U	10920	19,6	149,50	23,10	8,60	1104	765	150	14.464	11.984	2 x 45	INGA S-08	CMA CGM CORDILLERA-09	INGA Stcke-11						
9106625	KATRIN S	Antigua	Schepers R & Co	Hapag-Lloyd	1995 / 05	Volkswerft Stralsund GmbH, Germany	401	SUL	7RTA52U	10920	19,6	149,50	23,10	8,60	1104	765	150	14.600	11.984	2 x 45	SANTA PAULA-97	LYKES COMMODORA-06	KATRIN S-95	CCNI ALTAMIRA-08	CSAV DOMINICANA-09				
9106649	BERNHARD S	Antigua	Meratus Line	MERATUS	1995 / 09	Volkswerft Stralsund GmbH, Germany	403	SUL	7RTA52U	10920	19,6	149,50	23,40	8,60	1104	765	150	14.454	11.964	2 x 45	MOL MAMAUS-02	BERNHARD S-04	SAKURA-07	BERNHARD S-08	ANDREA-13				
9154830	GOLDEN DRAGON	Indonesia	Meratus Line	Hanjin	1997	Kyokuyo Shipyard Corp. , Japan	411	B&W;	8L50MC	7.186	17,0	144,80	11,40	8,20	836	610	50	12.399	9.357	2 x 36	BRIGHT GOLD-09								
9146651	EASTERN OASIS	Indonesia	Jalan Alun-Alun Priok	MOL	1996 / 11	Imabari Shipbuilding Co. Ltd., Japan	0529	B&W;	7S50MC	9.989	18,1	150,00	25,60	8,80	1299		100	16.500	13.300	2 x 35	MOL KAURI-09	LEO ONE							
9014092	TOKYO BRIDGE	Panama	Zodiac Maritime	Yang Ming	1991	Shin Kurushima Dockyard Co Ltd, Japan	2711	B&W;	6S60MC	10592	18,5	186,00	27,60	9,50	1380	1182	200	22.219	17.156	None	PACIFIC VISTA-98	YM HONGKONG II-07							
8914269	ACX ROSE	indonesia	PT Meratus Line		1990	Shin Kurushima Dockyard Co Ltd, Japan	2677	MIT	6UEC60LS	9530	19,1	184,50	27,60	10,10	1182		200	22.734	16.731	None	KOTA PERABU-05	SINAR TOBA-08	MILLENIA TOWER-11						
9160982	YUKSEL GULER	Antigua	Wrden Tom		1999 / 06	Sedef Shipbuilding Industry Inc., Turkey	023	B&W;	6L60MC	11.520	18,0	149,00	22,70	7,80	1115		212	12.048	9.978	2 x 50	MONDENA-03	MAERSK RAWSON-06	CMA CGM VICTORIA-09						
9160944	HOLLAND DIEP	Indonesia	Komrowski E		1998 / 06	Qiuxin Shipyard, China	301	B&W;	9L32/40	3.960	16,0	100,60	18,80	6,70	502		84	5.500	4.388	2 x 40	MANAFOSS	K-WIND-09	M-WIND-10						
9371921	MCP ALTONA	Liberia	Intership Navigation Co	MPC	2007 / 07	Shandong Huanghai Shipyard, China	HCY 048	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
8602749	ERNESTO CHE GUEVARA	Indonesia	Meratus Line		1988	Shanghai Shipyard, china						148,00	22,00	8,10	712			13.226	9.009										
9146792	UNI WORLD	Indonesia	Meratus Line		1996 /  11	Murakami Hide Shipbuilding Co. Ltd., Japan	382	B&W;	8L35MC	5.176	17,5	115,00	18,20	8,00	500		100	8.721	6.251	2 x 36	LEO ISLAND-01								
9196345	SHIMANAMI	Indonesia	Meratus Line	NYK	1999	Murakami Hide Shipbuilding Co. Ltd., Japan	503	B&W;	8L35MC	5.178	15,0	119,20	18,20	7,80	550		100	8.515	6.543	2 x 36									
9356165	MERCOSUL MANAUS	Brazil	Maersk Line	Maersk	2009 / 02	Volkswerft Stralsund GmbH, Germany	475	B&W;	7L70ME-C	21.770	22	207,4	29,8	11,4	2474	1890	600	33.500	26.050										
8128286	NEDLLOYD VAN NECK	Brazil	Blue Star Ship Managment BV	Maersk	1983 / 00	Van Der Giessen-de Noord N.V., Netherlands	929	SUL	5RLB90	14890	17,5	187,50	30,60	11,30	1444		150	29.730	23.790	1x45,1x36	P&O; NEDLLOYD HOUSTON-06								
9356153	MERCOSUL SANTOS	Brazil	Maersk Line	Maersk	2008 / 12	Volkswerft Stralsund GmbH, Germany	474	B&W;	7L70ME-C	21.770	22	207,4	29,8	11,4	2474	1886	600	33.500	26.050										
9356141	MAERSK NEWBURY	Brazil	Maersk Line	Maersk	2008 / 11	Volkswerft Stralsund GmbH, Germany	473	B&W;	7L70ME-C	21.770	22	207,4	29,8	11,4	2474	1886	600	33.500	26.050	None									
9431331	O M LENITATIS	Liberia	Mercantile Marine Management	Gold Star Line	2009 / 04	Wuhu Xinling Shipyard, China	SN323	B&W;	6S60MCC	13.560	19,0	161,40	25,00	9,90	1304	850	258	16.939	15.633		MERCS JAFFNA								
9484510	MEREDA	Panama	Wrden Tom	CSCL	2010 / 06	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4171	B&W;	8K98MC-C	39.972	24,5	260,30	32,20	12,60	4400	2970	360	54.375	42.112	None									
9632064	??? MAERSK / DAEWOO TYPE 18000	Denmark	Maersk Line	Maersk	2014 / 08	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4262		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9081007	MERIAN	Antigua	Wrden Tom		1994 / 10	Kvaerner Warnow-Werft GmbH, Germany	428	SUL	7RTA58	11.130	18,6	167,20	25,00	9,80	1388	1014	150	20.150	14.865	3 x 40	RED SEA ELITE-95	ELITE-97	MERIAN-98	MSC SANTIAGO-99	MERIAN-07	DELMAS MAPUTO-09	H H WAVE-09		
9167942	SIGGA SIF	Singapore	Wrden Tom	Maersk	1998	Shanghai Edwards Shipyard, China	H112	B&W;	6L60MC	10.400	16,0	149,60	23,00	8,60	1104	765	150	14.332	11.925	2 x 40	P&O; NEDLLOYD MAHE-99	SIGGA SIF-99	NORASIA HAMBURG-00	SIGGA SIF					
9236511	MERKUR BAY	Germany	Vinnen & Co	NYK	2002 / 07	Stocznia Gdynia S.A., Poland	8230/05	B&W;	7S70MC	21.735	22,2	205,00	32,20	11,50	2764	2040	450	39.500	25.000	3 x 45, 1x35									
9122033	MERKUR BEACH	Liberia	Vinnen & Co		1996 / 02	Stocznia Szczecinska S.A., Poland	170/1/06	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.900	16.801	3 x 45	CSAV RAHUE-98	MERKUR BEACH-99	MSC QUITO-01	MERKUR BEACH-02	DELMAS CHARCOT-03	MERKUR BEACH-06	CMA CGM CARTAGENA-06		
8912766	MERKUR BRIDGE	Liberia	Vinnen & Co		1993	Stocznia Szczecinska S.A., Poland	183/2/06	B&W;	6L50MC	6.930	16,6	149,50	22,30	8,30	1012	649	50	12.575	9.603	2 x 40	TSL BRAVO-96	RATANA GANYA-97	MERKUR BRIDGE-98	NEW ORIENT-99	MERKUR BRIDGE-99	KOTA SERI-01	SINARBANDA-02	MERKUR BRIDGE-09	H&H; TIDE-10
9135925	MERKUR CLOUD	Germany	Vinnen & Co	GS Line	1996 / 11	Meeres-Technik-Wismar, Germany	299	SUL	6RTA62	15146	21,0	169,90	26,70	10,80	1618	1124	200	22.015	15.992	3 x 45	CALAPALOS-02	MERKUR CLOUD-04	KOTA MOLEK-07						
9456991	RIO CLEVELAND	Liberia	Vinnen & Co	CCNI	2012 / 01	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S419	SUL	8RTA82C	36.160	24,1	262,00	37,40	12,50	4600	2900	600	51.440	39.080	None									
9457000	RIO CONNECTICUT	Liberia	Jungerhans	MSC	2011 / 03	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S420	SUL	8RTA82C	36.160	24,1	262,00	32,20	12,50	4334	2900	600	51.440	39.080	None									
9102734	JOHN LYKES	Liberia	Vinnen & Co	MSC	1996 / 03	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	0690	B&W;	6S79MC	16.858	19,8	202,80	30,60	11,50	2604	2034	180	39.528	29.181	None	MERKUR STAR-98	HOUSTON EXPRESS-98	MERKUR STAR-00	CMA CGM SEURAT-02	MSC OMAN-03	MERKUR STAR-06			
9162368	MERKUR TIDE	Liberia	Vinnen & Co		1998 / 03	Meeres-Technik-Wismar, Germany	304	SUL	6RTA62	15146	21,0	168,00	26,70	10,80	1618	1124	200	22.014	15.992	3 x 45	REPUBLICA DITALIA	ATLANTICO-02	CALAPARANA-03	MERKUR TIDE-04	YM DUBAI-07	MERKUR TIDE-10	MOL HERITAGE11		
9267534	RIO ALEXANDRE	Bermuda	Ofer Ship holding		2003	Estaleirod Navais de Viana do Castello, Portugal		SUL	7 RT-Flex 60C	16.520	21,0	185,50	25,10		880			16.478	18.931										
9142942	PEMBROKE SENATOR	Liberia	Ciel Shipmanagement		1997 / 12	Thyssen Nordseewerke GmbH, Germany	518	MIT	8UEC60LS	16.000	21	207,4	29,8	11,6	2466	1880	400	34.600	25.713	3 x 45	ECL EUROPE-00	P&O; NEDLLOYD FOS	PEMBROKE SENATOR-03	CMA CGM EMERALD-04	KOTA PAHLAWAN-09	PEMBROKE-12			
8819964	MAYVIEW MAERSK	Panama	Danaos Shipping	Maersk	1991 / 10	Odense Steel Shipyard AS, Denmark	134	B&W;	12K90MC	48.882	28,1	294,30	32,20	13,50	4814	4200	500	59.500	52.183	None	MAERSK MESSOLOGI-11								
9232747	META	Liberia	Patjens Reederei		2001 / 10	Stocznia Gdynia S.A., Poland	8184/05	B&W;	7S70MC	21.735	22,5	211,80	32,20	12,00	2732	2267	450	39.300	32.214	None	MAERSK PERTH-06								
9240457	METHI BHUM	Thailand	Regional Container Line	RCL	2001 / 12	Mitsubishi Heavy Industries Ltd Kobe, Japan	1076	MIT	7ECU	6.178	17,0	137,00	25,00	7,70	926		80	11.370	9.900	None									
9359038	METTE MAERSK	Denmark	Maersk Line	Maersk	2008 / 10	Odense Steel Shipyard AS, Denmark	214	WAR	12RT-flex96C	68.640	25,0	366.9	42,80	15,00	10150	7668	900	116.100	98.268	None									
9228772	MI YUN HE	Panama	COSCO Container Lines	COSCO	2000	Imabari Shipbuilding Co. Ltd., Japan	0559	B&W;	6S60MC	11.769	20,0	182,90	27,60	10,00	1432		No Info	24.251	16.737										
9251846	KASSANDRA	Liberia	Maritime Gesellschafft	CMA-CGM	2002 / 10	Thyssen Nordseewerke GmbH, Germany	535	B&W;	7L70MC	20.930	22,8	207,40	29,80	11,60	2466	1880	400	33.970	25.535	3 x 45	ALIANCA BAHIA-07	CAP SPENCER-08	ANL BINBURRA-13						
9164421	MICHAEL J	Antigua	Jngerhans & Co	APL	1998 / 12	Estaleiros Navais de Viana do Castelo S.A., Spain	216	WAR	9L38	5.760	17,0	119,80	20,00	6,50	640		30	6.700	4.900	2 x 40	P&O; NEDLLOYD MANAUS-00	APL MIAMI-07							
9153381	MICHAELA S	Antigua	Schepers R & Co	MSC	1997 / 10	Volkswerft Stralsund GmbH, Germany	416	B&W;	6L70MC	17200	21,0	207,40	29,80	11,40	2474	1890	320	33.975	25.361	3 x 45	CONTSHIP SPIRIT-03	MAERSK NANTES-07	MSC CRISTOBAL-08						
9379349	MICHEL A	Turkey	Arkas Group		2007 / 11	Peene-Werft GmbH, Germany	542	B&W;	7S50	11.060	19,3	184,00	24,50	9,50	1604	1172	174	25.000	19.900	None									
9437139	MEDHURON	Cyprus	Buss Hermann	EMES	2008 / 09	Zhejiang Ouhua Shipbuilding Co, China	0503	B&W;	8L58/64 CD	9.600	19,0	166,20	25,00	9,50	1296	957	390	18.700	15.200		MEDMICHIGAN								
9232278	MIDNIGHT SUN	United States	Totem Ocean Trailer	TOTEM	2003 / 04	National Steel & Shipbuilding Co., uSA	490	MAN	9L27/38 x 4	52.200	24,0	255,70	36,00	8,90	1200		100	20.800	20.800	None									
9112296	OOCL CANADA	Bermuda	Anglo Eastern Ship Managment	Hapag-Lloyd	1996 / 05	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1158	B&W;	6L80MC	17521	20,0	216,20	32,20	10,80	2808		150	33.659	33.663	None	CAST PREMIER-05	CP PREMIER-06							
9666845	??? JINJANG, JIANGAN TYPE 1100		Jinjiang Shipping	Jinjang	2014 / 02	Jiangnan Shipyard (Group) Co. Ltd., China	H2538					147,80	23,20	8,50	1100	715													
8603559	ACT 11	Panama	Moon Keung Shipping		1986 / 00	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	0979	MAN	R7V40/52	2.975	16,0	133,40	21,80	7,60	754		70	9.373	8.641	2 x 40	JAN RITSCHER	INDEPENDENT PERSUIT							
8806096	MINHE	China	COSCO Container Lines	COSCO	1989 / 10	HDW Howaldswerke Deutsche Werft AG, Germany	238	B&W;	6L80MC	16.670	19,0	236,00	32,20	12,00	2761	2445	165	47.625	37.143	None									
